School Name,Mobile Number,Telephone Number,Address
"Theosofical Public School in Tulsi Nagar, Bhopal",9826011463,,"Tulsi Nagar, Bhopal - 462003"
"Shri Arvindo School in Tulsi Nagar, Bhopal",,755-4582236,"Tulsi Nagar, Bhopal - 462003"
"Maharishi Vidya Mandir in Tt Nagar, Bhopal",,755-4221696,"Gtb Complex, B Block 2nd Floor, Tt Nagar, Bhopal - 462003"
"Hamidia Ismalia Highe School in Peergate, Bhopal",,755-2547348,"Shifa Manzil, Peergate, Bhopal - 462001, Malipura"
"Manas Vidhya Mandir Mahashala in South Tt Nagar, Bhopal",9425769079,,"South Tt Nagar, Bhopal - 462003, Ram Mandir"
"New Vision School in Bhopal Gpo, Bhopal",9827357870,,"21 Chanchal Road, Bairagarh,, Dist. Bhopal, Bhopal Gpo, Bhopal - 462001"
"Ankur Middle School in Bhopal Gpo, Bhopal",No Number!,,"Bhopal Gpo, Bhopal - 462001, Near Shivaji Nagar,6 No. Bus Stop"
"Carmel Convent Co-ed School in Bhopal Gpo, Bhopal",9425371644,,"Kalpana Nagar Bhopal, Bhopal Gpo, Bhopal - 462001"
"Rose Convent High School in Bhopal Gpo, Bhopal",9630729366,,"Raslakhedi Vidisha Road Bhopal, Bhopal Gpo, Bhopal - 462001"
"The Tree House in J K Road, Bhopal",,755-2689787,"Bunglow No. 103 Minal Residency, J K Road, Bhopal - 462023"
"Ananda Marga Middle School in Govindpura, Bhopal",,755-2784172,"N-1 , Sector - D, Govindpura, Bhopal - 462023, Security Line"
"Shishu Vihar School in Shamla Hills, Bhopal",,755-2540043,"Plot No 31, Shamla Hills, Bhopal - 462013, Civil Lines"
"Mahatma Gandhi Middle School in Tt Nagar, Bhopal",,755-6263978,"1112 Banganga Rama Nagar, Dist. Bhopal, Tt Nagar, Bhopal - 462003, Near Kasturba Girls High School"
"Sarasvati Shishu Mandir H.S.School in Bhopal Gpo, Bhopal",9770028606,,"E-7, Arera Colony, Near 1100 Qrts,, Hanuman Mandir Bhopal, Bhopal Gpo, Bhopal - 462001"
"Aryawart Coed. School in Bhopal Gpo, Bhopal",7869618441,,"Baag Mugaliya Bhopal, Bhopal Gpo, Bhopal - 462001"
"Gurukul Public High School in Bhopal Gpo, Bhopal",9826489689,,"9 A Sarvdharm Colony, Kolar Road, Bhopal.(M.P .), Bhopal Gpo, Bhopal - 462001"
"Kiddies Garden School in Bhopal Gpo, Bhopal",9993188561,,"5, Nawab Manzil, Barah Mahal,, Shahjahanbad, Bhopal, Bhopal Gpo, Bhopal - 462001"
"Boon English School in Bhopal Gpo, Bhopal",9407557453,,"15, Ekta Chowk, Near Masjid Sarfaraz,, Barkhedi, Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Vikas High School in Bhopal Gpo, Bhopal",9229689838,,"Banganga North Tt Nagar, Distt. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Gurukul Shiksha Sansthan in Berasia Road, Bhopal",,755-3198555,"Chitlag Road, Berasia Road, Bhopal - 462001"
"New Cambridge Middle School in Opp University Narayan Nagar, Bhopal",,755-2489499,"Bhopal - 462001, Opp University Narayan Nagar"
"Celeste Convent in Bhopal Gpo, Bhopal",8871359265,,"290, Sector-B, Sarvadharm Colony,, Dist. Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"New St Mary Convent Higher Secondary School in Panchsheel Nagar, Bhopal",,755-4209155,"27, Ravindra College Road, Panchsheel Nagar, Bhopal - 462003"
"Everonn Public School in Bhopal Gpo, Bhopal",,,"Katara Main Road, Bhopal Gpo, Bhopal - 462001, Near Spring Valley Apartments,Tehsil Hujur"
"Christ Convent School in Bhopal Gpo, Bhopal",9009446240,,"Jain Mandir Orad, Mangalwara,, Hammalpur Bhopal (M.P .), Bhopal Gpo, Bhopal - 462001"
"Gyan Vally School in Berasia Bhopal, Bhopal",7697119633,,"Vill / Post Peepalkheda, Teh Berasi Dist Bhopal, Berasia Bhopal, Bhopal - 463106"
"Brillant Convent Higher Secondary School in Barkhedi, Bhopal",,755-2771787,"Barkhedi Road, Barkhedi, Bhopal - 462008, Beside Extol College,Lilly Takies Square"
"Mayoor School in New Market, Bhopal",,755-4275663,"A/3, 6th Floor, Platinum Plaza, New Market, Bhopal - 462003, Near Mata Mandir, City Office"
"United Mission School in Retghat, Bhopal",,755-6543181,"71, Retghat, Bhopal - 462001, Near Motia Park, Moti Masjid"
